epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,99,,,,,0.7848666906356812,0.4542016088962555
0,99,,,0.7843164205551147,0.4742911159992218,,
1,199,,,,,0.7735333442687988,0.5036930441856384
1,199,,,0.8230664134025574,0.3987845480442047,,
2,299,,,,,0.7847333550453186,0.47594624757766724
2,299,,,0.8416601419448853,0.36732786893844604,,
3,399,,,,,0.7409999966621399,0.6192068457603455
3,399,,,0.8598437309265137,0.331015020608902,,
4,499,,,,,0.7842000126838684,0.4855138659477234
4,499,,,0.8714452981948853,0.3090151250362396,,
5,599,,,,,0.7785333395004272,0.6047068238258362
5,599,,,0.9060937762260437,0.2359430491924286,,
6,699,,,,,0.777999997138977,0.6497645974159241
6,699,,,0.9256640672683716,0.19188013672828674,,
7,799,,,,,0.7771999835968018,0.6763181686401367
7,799,,,0.939160168170929,0.15883499383926392,,
8,899,,,,,0.7770000100135803,0.8475466370582581
8,899,,,0.9540234208106995,0.12291210889816284,,
9,999,,,,,0.7702000141143799,0.8984383344650269
9,999,,,0.9709374904632568,0.08525943756103516,,
10,1099,,,,,0.7682666778564453,1.0126334428787231
10,1099,,,0.9761523604393005,0.07228714972734451,,
11,1199,,,,,0.7687333226203918,1.0341267585754395
11,1199,,,0.9783984422683716,0.06697699427604675,,
12,1299,,,,,0.7659333348274231,1.1161177158355713
12,1299,,,0.9804297089576721,0.06037013605237007,,
13,1399,,,,,0.7645999789237976,1.1123203039169312
13,1399,,,0.9822461009025574,0.0555565245449543,,
14,1499,,,,,0.7658666372299194,1.1006752252578735
14,1499,,,0.982714831829071,0.05448319390416145,,
15,1599,,,,,0.7649333477020264,1.1248667240142822
15,1599,,,0.982714831829071,0.05459758639335632,,
16,1699,,,,,0.7655333280563354,1.1152127981185913
16,1699,,,0.9832226634025574,0.05260416865348816,,
17,1799,,,,,0.7649333477020264,1.1228479146957397
17,1799,,,0.982714831829071,0.05384790524840355,,
18,1899,,,,,0.7650666832923889,1.1191496849060059
18,1899,,,0.9839257597923279,0.052438993006944656,,
19,1999,,,,,0.7660666704177856,1.1153687238693237
19,1999,,,0.9836132526397705,0.05293985456228256,,
20,2000,0.775299072265625,0.5290098786354065,,,,
