epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,49,,,,,0.8054666519165039,0.43233004212379456
0,49,,,0.7999218702316284,0.4216706156730652,,
1,99,,,,,0.800266683101654,0.5029639601707458
1,99,,,0.8733593821525574,0.3004547655582428,,
2,149,,,,,0.7422666549682617,0.5838590264320374
2,149,,,0.9121875166893005,0.2206350713968277,,
3,199,,,,,0.7947333455085754,0.5176225304603577
3,199,,,0.9356640577316284,0.16752074658870697,,
4,249,,,,,0.7788666486740112,0.7043927907943726
4,249,,,0.9560156464576721,0.12003134936094284,,
5,299,,,,,0.8033333420753479,0.7295259833335876
5,299,,,0.9827343821525574,0.054596781730651855,,
6,349,,,,,0.8091999888420105,0.8428152203559875
6,349,,,0.9950390458106995,0.018212703987956047,,
7,399,,,,,0.8059999942779541,0.9666475057601929
7,399,,,0.9978906512260437,0.009390068240463734,,
8,449,,,,,0.8099333047866821,1.0229567289352417
8,449,,,0.9984765648841858,0.007167837582528591,,
9,499,,,,,0.8073999881744385,1.0539751052856445
9,499,,,0.9987890720367432,0.005281092599034309,,
10,549,,,,,0.8082666397094727,1.047544240951538
10,549,,,0.998828113079071,0.0050557879731059074,,
11,599,,,,,0.8082666397094727,1.0678614377975464
11,599,,,0.9987890720367432,0.0048211803659796715,,
12,649,,,,,0.8084666728973389,1.0658143758773804
12,649,,,0.9990234375,0.004509152378886938,,
13,699,,,,,0.8080666661262512,1.064862847328186
13,699,,,0.9989452958106995,0.004524530842900276,,
14,749,,,,,0.8116000294685364,1.0535292625427246
14,749,,,0.9989843964576721,0.00448441319167614,,
15,799,,,,,0.8077333569526672,1.0720880031585693
15,799,,,0.9989843964576721,0.004344022832810879,,
16,849,,,,,0.8088666796684265,1.069188117980957
16,849,,,0.9989843964576721,0.004499287810176611,,
17,899,,,,,0.8080000281333923,1.0692771673202515
17,899,,,0.9990234375,0.004300655797123909,,
18,949,,,,,0.8086000084877014,1.0676774978637695
18,949,,,0.9990624785423279,0.004463736899197102,,
19,999,,,,,0.807200014591217,1.0749828815460205
19,999,,,0.9989843964576721,0.0045110080391168594,,
20,1049,,,,,0.8077999949455261,1.0645064115524292
20,1049,,,0.9989843964576721,0.004445671569555998,,
21,1099,,,,,0.8083333373069763,1.0693883895874023
21,1099,,,0.9990234375,0.004316395614296198,,
22,1149,,,,,0.8095999956130981,1.0705077648162842
22,1149,,,0.9990624785423279,0.004241274669766426,,
23,1199,,,,,0.8091333508491516,1.0665075778961182
23,1199,,,0.9989843964576721,0.004378967918455601,,
24,1249,,,,,0.8064000010490417,1.0816597938537598
24,1249,,,0.9989452958106995,0.004477444104850292,,
25,1299,,,,,0.8083999752998352,1.072134256362915
25,1299,,,0.9990624785423279,0.004371501971036196,,
26,1349,,,,,0.8077333569526672,1.0741583108901978
26,1349,,,0.9989843964576721,0.004435868468135595,,
27,1399,,,,,0.8087999820709229,1.0653518438339233
27,1399,,,0.9989843964576721,0.004396986216306686,,
28,1449,,,,,0.8070666790008545,1.0764448642730713
28,1449,,,0.9990234375,0.004342579282820225,,
29,1499,,,,,0.8074666857719421,1.0736799240112305
29,1499,,,0.9990624785423279,0.004423372447490692,,
30,1549,,,,,0.8067333102226257,1.0702804327011108
30,1549,,,0.9990624785423279,0.004393410868942738,,
31,1599,,,,,0.8079333305358887,1.0688132047653198
31,1599,,,0.9989452958106995,0.004553118720650673,,
32,1649,,,,,0.8067333102226257,1.0759899616241455
32,1649,,,0.9991015791893005,0.004163177218288183,,
33,1699,,,,,0.8088666796684265,1.0697250366210938
33,1699,,,0.9989452958106995,0.004479542374610901,,
34,1749,,,,,0.8067333102226257,1.0851155519485474
34,1749,,,0.9989062547683716,0.004579747095704079,,
35,1799,,,,,0.8082666397094727,1.0673718452453613
35,1799,,,0.9990624785423279,0.00424475222826004,,
36,1849,,,,,0.8105999827384949,1.0637342929840088
36,1849,,,0.9990624785423279,0.0041701896116137505,,
37,1899,,,,,0.8061333298683167,1.081629991531372
37,1899,,,0.9990234375,0.004275583196431398,,
38,1949,,,,,0.8084666728973389,1.069814682006836
38,1949,,,0.9990234375,0.004267162177711725,,
39,1999,,,,,0.8076666593551636,1.0694795846939087
39,1999,,,0.9990234375,0.004310162737965584,,
40,2000,0.812835693359375,0.4614831805229187,,,,
