epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,49,,,,,0.8122000098228455,0.4427352547645569
0,49,,,0.8076171875,0.4150896966457367,,
1,99,,,,,0.70660001039505,0.692369282245636
1,99,,,0.8793359398841858,0.2926219403743744,,
2,149,,,,,0.7727333307266235,0.5609501004219055
2,149,,,0.9130859375,0.21983888745307922,,
3,199,,,,,0.8033333420753479,0.5576353669166565
3,199,,,0.9350390434265137,0.1680728942155838,,
4,249,,,,,0.7982666492462158,0.6171969771385193
4,249,,,0.9470312595367432,0.13809575140476227,,
5,299,,,,,0.8123999834060669,0.6956354975700378
5,299,,,0.9810937643051147,0.060362134128808975,,
6,349,,,,,0.8036666512489319,0.9164484739303589
6,349,,,0.9938281178474426,0.022237172350287437,,
7,399,,,,,0.8072666525840759,1.0115269422531128
7,399,,,0.9976953268051147,0.010688773356378078,,
8,449,,,,,0.8044666647911072,1.1318387985229492
8,449,,,0.9979687333106995,0.007718969602137804,,
9,499,,,,,0.8073333501815796,1.119585633277893
9,499,,,0.9985937476158142,0.00600156607106328,,
10,549,,,,,0.8059333562850952,1.1406056880950928
10,549,,,0.9987499713897705,0.0055268025025725365,,
11,599,,,,,0.8068666458129883,1.1375844478607178
11,599,,,0.9987890720367432,0.00531866867095232,,
12,649,,,,,0.8062666654586792,1.176940679550171
12,649,,,0.9985547065734863,0.005581076256930828,,
13,699,,,,,0.8063333630561829,1.173424482345581
13,699,,,0.9987499713897705,0.005191714968532324,,
14,749,,,,,0.8048666715621948,1.1782898902893066
14,749,,,0.9987499713897705,0.005138445645570755,,
15,799,,,,,0.8061333298683167,1.1767767667770386
15,799,,,0.998828113079071,0.00496226642280817,,
16,849,,,,,0.8055333495140076,1.175695538520813
16,849,,,0.998828113079071,0.005025321152061224,,
17,899,,,,,0.8065333366394043,1.1714633703231812
17,899,,,0.998828113079071,0.005073989741504192,,
18,949,,,,,0.8058666586875916,1.1703441143035889
18,949,,,0.9987109303474426,0.004928310867398977,,
19,999,,,,,0.8055999875068665,1.1733511686325073
19,999,,,0.9988672137260437,0.005004614591598511,,
20,1049,,,,,0.8068666458129883,1.1692935228347778
20,1049,,,0.9987890720367432,0.004933679010719061,,
21,1099,,,,,0.805733323097229,1.1736512184143066
21,1099,,,0.9986718893051147,0.005289117805659771,,
22,1149,,,,,0.8072666525840759,1.1669034957885742
22,1149,,,0.9987109303474426,0.005122399423271418,,
23,1199,,,,,0.8071333169937134,1.1478002071380615
23,1199,,,0.9987890720367432,0.004903899040073156,,
24,1249,,,,,0.8069999814033508,1.1491485834121704
24,1249,,,0.998828113079071,0.004996537696570158,,
25,1299,,,,,0.8065333366394043,1.1629993915557861
25,1299,,,0.998828113079071,0.004963218700140715,,
26,1349,,,,,0.8061333298683167,1.1741260290145874
26,1349,,,0.9989062547683716,0.004949001595377922,,
27,1399,,,,,0.8069999814033508,1.1669527292251587
27,1399,,,0.9987499713897705,0.004949296824634075,,
28,1449,,,,,0.8068666458129883,1.1557549238204956
28,1449,,,0.9988672137260437,0.0049397991970181465,,
29,1499,,,,,0.8064666390419006,1.1765104532241821
29,1499,,,0.9988672137260437,0.004921810235828161,,
30,1549,,,,,0.8063333630561829,1.1688249111175537
30,1549,,,0.9988672137260437,0.004956246819347143,,
31,1599,,,,,0.8062000274658203,1.1717389822006226
31,1599,,,0.9987890720367432,0.00494009256362915,,
32,1649,,,,,0.8061333298683167,1.1588531732559204
32,1649,,,0.9988672137260437,0.004916933830827475,,
33,1699,,,,,0.8063333630561829,1.162587285041809
33,1699,,,0.9986327886581421,0.0050695836544036865,,
34,1749,,,,,0.8052666783332825,1.1819347143173218
34,1749,,,0.9988672137260437,0.004864323418587446,,
35,1799,,,,,0.8058000206947327,1.178572654724121
35,1799,,,0.9987499713897705,0.004961622878909111,,
36,1849,,,,,0.8068666458129883,1.148773193359375
36,1849,,,0.9988672137260437,0.005005182698369026,,
37,1899,,,,,0.8051999807357788,1.1756927967071533
37,1899,,,0.9987499713897705,0.005037130322307348,,
38,1949,,,,,0.8058000206947327,1.1663068532943726
38,1949,,,0.998828113079071,0.004995864816009998,,
39,1999,,,,,0.8072666525840759,1.1645804643630981
39,1999,,,0.9988672137260437,0.0050779287703335285,,
40,2000,0.7939453125,0.4725897014141083,,,,
