epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,49,,,,,0.7861999869346619,0.48332950472831726
0,49,,,0.8089452981948853,0.4171852469444275,,
1,99,,,,,0.8099333047866821,0.4838506281375885
1,99,,,0.8763281106948853,0.30011650919914246,,
2,149,,,,,0.7965333461761475,0.5365219116210938
2,149,,,0.9077343940734863,0.23081499338150024,,
3,199,,,,,0.7771999835968018,0.5681987404823303
3,199,,,0.9316015839576721,0.17803409695625305,,
4,249,,,,,0.7991999983787537,0.5303178429603577
4,249,,,0.9516797065734863,0.13214772939682007,,
5,299,,,,,0.8065333366394043,0.7185627818107605
5,299,,,0.9811718463897705,0.0596730001270771,,
6,349,,,,,0.8068666458129883,0.8969138860702515
6,349,,,0.994335949420929,0.0208676028996706,,
7,399,,,,,0.803600013256073,1.0335373878479004
7,399,,,0.997265636920929,0.011271726340055466,,
8,449,,,,,0.8073333501815796,1.1010282039642334
8,449,,,0.9978906512260437,0.008264926262199879,,
9,499,,,,,0.8062666654586792,1.1226903200149536
9,499,,,0.9986327886581421,0.005996510852128267,,
10,549,,,,,0.8051333427429199,1.1367416381835938
10,549,,,0.9986718893051147,0.0054648383520543575,,
11,599,,,,,0.8033999800682068,1.163411021232605
11,599,,,0.9987890720367432,0.00532409967854619,,
12,649,,,,,0.8041333556175232,1.162912368774414
12,649,,,0.9987890720367432,0.00514993304386735,,
13,699,,,,,0.8040666580200195,1.1696264743804932
13,699,,,0.998828113079071,0.004788829013705254,,
14,749,,,,,0.8076000213623047,1.1506032943725586
14,749,,,0.9989062547683716,0.004799776244908571,,
15,799,,,,,0.809066653251648,1.1370830535888672
15,799,,,0.998828113079071,0.004753211513161659,,
16,849,,,,,0.8068000078201294,1.1512327194213867
16,849,,,0.9986718893051147,0.0047087217681109905,,
17,899,,,,,0.8058000206947327,1.1573649644851685
17,899,,,0.9989062547683716,0.004630406387150288,,
18,949,,,,,0.8060666918754578,1.1612272262573242
18,949,,,0.998828113079071,0.004722649697214365,,
19,999,,,,,0.8068000078201294,1.1542460918426514
19,999,,,0.9989062547683716,0.004767833277583122,,
20,1049,,,,,0.8041999936103821,1.1677483320236206
20,1049,,,0.9988672137260437,0.004786372650414705,,
21,1099,,,,,0.8076000213623047,1.1485786437988281
21,1099,,,0.998828113079071,0.004811668302863836,,
22,1149,,,,,0.8073999881744385,1.151762843132019
22,1149,,,0.9989452958106995,0.00457190303131938,,
23,1199,,,,,0.8042666912078857,1.1727523803710938
23,1199,,,0.998828113079071,0.004815910942852497,,
24,1249,,,,,0.8068000078201294,1.1539241075515747
24,1249,,,0.9987499713897705,0.00491291331127286,,
25,1299,,,,,0.8037333488464355,1.167376160621643
25,1299,,,0.9987890720367432,0.0047540427185595036,,
26,1349,,,,,0.805400013923645,1.1583729982376099
26,1349,,,0.9988672137260437,0.004773870576173067,,
27,1399,,,,,0.8038666844367981,1.1760350465774536
27,1399,,,0.9989452958106995,0.0047821542248129845,,
28,1449,,,,,0.8025333285331726,1.18337881565094
28,1449,,,0.998828113079071,0.004676483571529388,,
29,1499,,,,,0.8044666647911072,1.1663181781768799
29,1499,,,0.998828113079071,0.004783190321177244,,
30,1549,,,,,0.8069333434104919,1.152481198310852
30,1549,,,0.9987499713897705,0.0048136175610125065,,
31,1599,,,,,0.8062000274658203,1.1611050367355347
31,1599,,,0.9988672137260437,0.004839906468987465,,
32,1649,,,,,0.8078666925430298,1.152889370918274
32,1649,,,0.9987890720367432,0.004633359145373106,,
33,1699,,,,,0.8044666647911072,1.1712826490402222
33,1699,,,0.9989062547683716,0.004893960431218147,,
34,1749,,,,,0.8055333495140076,1.1610660552978516
34,1749,,,0.998828113079071,0.004749066662043333,,
35,1799,,,,,0.8065333366394043,1.161073923110962
35,1799,,,0.9987499713897705,0.004930249880999327,,
36,1849,,,,,0.8049333095550537,1.1623793840408325
36,1849,,,0.9987499713897705,0.0047200750559568405,,
37,1899,,,,,0.8052666783332825,1.1642063856124878
37,1899,,,0.9987499713897705,0.004844076000154018,,
38,1949,,,,,0.8047999739646912,1.1630462408065796
38,1949,,,0.9988672137260437,0.004790930077433586,,
39,1999,,,,,0.8038666844367981,1.177566647529602
39,1999,,,0.9988672137260437,0.004621260799467564,,
40,2000,0.765167236328125,0.5492247343063354,,,,
