epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,49,,,,,0.7768666744232178,0.47047731280326843
0,49,,,0.7661328315734863,0.5004229545593262,,
1,99,,,,,0.7778000235557556,0.49726200103759766
1,99,,,0.8098046779632568,0.4236679971218109,,
2,149,,,,,0.7739333510398865,0.4746764004230499
2,149,,,0.8255859613418579,0.3971392512321472,,
3,199,,,,,0.7648666501045227,0.5481312870979309
3,199,,,0.8439843654632568,0.3618658781051636,,
4,249,,,,,0.7652000188827515,0.6314917802810669
4,249,,,0.8603906035423279,0.329092800617218,,
5,299,,,,,0.7793999910354614,0.5867710709571838
5,299,,,0.9073437452316284,0.2326660007238388,,
6,349,,,,,0.777999997138977,0.6798244714736938
6,349,,,0.9344531297683716,0.16948933899402618,,
7,399,,,,,0.745199978351593,1.1402266025543213
7,399,,,0.9505859613418579,0.12749417126178741,,
8,449,,,,,0.7756666541099548,0.9643533825874329
8,449,,,0.9663281440734863,0.09305877983570099,,
9,499,,,,,0.7689333558082581,1.0207393169403076
9,499,,,0.9835156202316284,0.053859271109104156,,
10,549,,,,,0.7652666568756104,1.0687161684036255
10,549,,,0.9866015911102295,0.04328947886824608,,
11,599,,,,,0.7654666900634766,1.1191296577453613
11,599,,,0.9891796708106995,0.03665011376142502,,
12,649,,,,,0.7694000005722046,1.1462244987487793
12,649,,,0.9900000095367432,0.03471340984106064,,
13,699,,,,,0.7656000256538391,1.1895910501480103
13,699,,,0.9909374713897705,0.03156674653291702,,
14,749,,,,,0.7681333422660828,1.1866422891616821
14,749,,,0.9916796684265137,0.02984752133488655,,
15,799,,,,,0.7666000127792358,1.1912720203399658
15,799,,,0.9911718964576721,0.03083655796945095,,
16,849,,,,,0.7677333354949951,1.1811617612838745
16,849,,,0.9921484589576721,0.028426680713891983,,
17,899,,,,,0.7660666704177856,1.1977200508117676
17,899,,,0.9917968511581421,0.029280629009008408,,
18,949,,,,,0.7667333483695984,1.194220781326294
18,949,,,0.9922656416893005,0.02869391441345215,,
19,999,,,,,0.7672666907310486,1.1887149810791016
19,999,,,0.9921484589576721,0.028140513226389885,,
20,1049,,,,,0.7678666710853577,1.1827806234359741
20,1049,,,0.9920312762260437,0.02860044315457344,,
21,1099,,,,,0.7662000060081482,1.1960352659225464
21,1099,,,0.9921875,0.028485827147960663,,
22,1149,,,,,0.7677333354949951,1.1907802820205688
22,1149,,,0.9925781488418579,0.027862831950187683,,
23,1199,,,,,0.7661333084106445,1.1910910606384277
23,1199,,,0.9921484589576721,0.028359930962324142,,
24,1249,,,,,0.7650666832923889,1.2086937427520752
24,1249,,,0.9920312762260437,0.028072604909539223,,
25,1299,,,,,0.7670666575431824,1.2023957967758179
25,1299,,,0.9918749928474426,0.028759527951478958,,
26,1349,,,,,0.7666000127792358,1.188468098640442
26,1349,,,0.9922656416893005,0.027696439996361732,,
27,1399,,,,,0.7667999863624573,1.2090903520584106
27,1399,,,0.9925000071525574,0.027262024581432343,,
28,1449,,,,,0.7668666839599609,1.1877427101135254
28,1449,,,0.991992175579071,0.028589997440576553,,
29,1499,,,,,0.767799973487854,1.1902658939361572
29,1499,,,0.9926171898841858,0.02761220932006836,,
30,1549,,,,,0.7643333077430725,1.208799958229065
30,1549,,,0.9918359518051147,0.028857998549938202,,
31,1599,,,,,0.763866662979126,1.2103804349899292
31,1599,,,0.9919140338897705,0.028320958837866783,,
32,1649,,,,,0.7660666704177856,1.1998311281204224
32,1649,,,0.9921875,0.0279927346855402,,
33,1699,,,,,0.7655333280563354,1.19366455078125
33,1699,,,0.9914844036102295,0.02965942770242691,,
34,1749,,,,,0.7645333409309387,1.2047529220581055
34,1749,,,0.9917578101158142,0.02908318117260933,,
35,1799,,,,,0.7669333219528198,1.1924806833267212
35,1799,,,0.9924218654632568,0.027581632137298584,,
36,1849,,,,,0.7677333354949951,1.1909735202789307
36,1849,,,0.9916796684265137,0.028322214260697365,,
37,1899,,,,,0.7656000256538391,1.2082170248031616
37,1899,,,0.9925390481948853,0.027050934731960297,,
38,1949,,,,,0.7667333483695984,1.2029093503952026
38,1949,,,0.9916015863418579,0.029461100697517395,,
39,1999,,,,,0.7670000195503235,1.1859989166259766
39,1999,,,0.9920312762260437,0.02892097271978855,,
40,2000,0.753662109375,0.5346155166625977,,,,
